N,65,0.000850
S,65,0.007924
N,66,0.000991
S,66,0.009275
N,67,0.000943
S,67,0.009148
N,68,0.001067
S,68,0.008097
N,69,0.001042
S,69,0.010124
N,70,0.001136
S,70,0.009756
N,71,0.001169
S,71,0.007690
N,72,0.001386
S,72,0.009917
N,73,0.001525
S,73,0.009195
N,74,0.001405
S,74,0.008187
N,75,0.001709
S,75,0.009773
N,76,0.001490
S,76,0.008233
N,77,0.001561
S,77,0.008432
N,78,0.002154
S,78,0.008048
N,79,0.001690
S,79,0.009794
N,80,0.001710
S,80,0.008655
N,81,0.001750
S,81,0.007831
N,82,0.001896
S,82,0.009046
N,83,0.001989
S,83,0.008884
N,84,0.001974
S,84,0.007530
N,85,0.002022
S,85,0.008999
N,86,0.002209
S,86,0.008791
N,87,0.002223
S,87,0.007797
N,88,0.002148
S,88,0.008106
N,89,0.002172
S,89,0.008546
N,90,0.002514
S,90,0.008691
N,91,0.002534
S,91,0.007860
N,92,0.002800
S,92,0.008294
N,93,0.002672
S,93,0.008396
N,94,0.002625
S,94,0.007640
N,95,0.003133
S,95,0.007609
N,96,0.002986
S,96,0.008303
N,97,0.002884
S,97,0.008769
N,98,0.003351
S,98,0.007740
N,99,0.003149
S,99,0.008873
N,100,0.003725
S,100,0.007868
N,101,0.003307
S,101,0.008034
N,102,0.003978
S,102,0.007465
N,103,0.003560
S,103,0.008210
N,104,0.003732
S,104,0.009306
N,105,0.003731
S,105,0.008586
N,106,0.004203
S,106,0.007986
N,107,0.004614
S,107,0.007688
N,108,0.004074
S,108,0.008382
N,109,0.004395
S,109,0.008175
N,110,0.004438
S,110,0.008053
N,111,0.004607
S,111,0.007871
N,112,0.005014
S,112,0.007868
N,113,0.005329
S,113,0.007398
N,114,0.005086
S,114,0.008226
N,115,0.005603
S,115,0.008133
N,116,0.005373
S,116,0.007710
N,117,0.005608
S,117,0.008295
N,118,0.005362
S,118,0.007671
N,119,0.005789
S,119,0.007550
N,120,0.006620
S,120,0.008345
N,121,0.006442
S,121,0.007817
N,122,0.007069
S,122,0.010301
N,123,0.006745
S,123,0.008180
N,124,0.007099
S,124,0.007660
N,125,0.007161
S,125,0.007661
N,126,0.007989
S,126,0.008449
N,127,0.008554
S,127,0.008281
N,128,0.008035
S,128,0.007386
N,129,0.008043
S,129,0.057397
N,130,0.008127
S,130,0.057143
N,131,0.008298
S,131,0.057054
N,132,0.008426
S,132,0.053865
N,133,0.008982
S,133,0.060680
N,134,0.009613
S,134,0.060482
N,135,0.009035
S,135,0.057285
N,136,0.008912
S,136,0.061222
N,137,0.011798
S,137,0.060613
N,138,0.009594
S,138,0.058569
N,139,0.009857
S,139,0.056877
N,140,0.009912
S,140,0.056028
N,141,0.010152
S,141,0.060338
N,142,0.010316
S,142,0.055507
N,143,0.010522
S,143,0.058561
N,144,0.010629
S,144,0.057085
N,145,0.011215
S,145,0.054244
N,146,0.012585
S,146,0.056509
N,147,0.012164
S,147,0.054402
N,148,0.012324
S,148,0.059431
N,149,0.012068
S,149,0.059029
N,150,0.012422
S,150,0.060446
N,151,0.012607
S,151,0.057761
N,152,0.012895
S,152,0.055408
N,153,0.012988
S,153,0.058849
N,154,0.013682
S,154,0.058109
N,155,0.013715
S,155,0.058234
N,156,0.013586
S,156,0.059323
N,157,0.015027
S,157,0.058137
N,158,0.016514
S,158,0.060773
N,159,0.015195
S,159,0.054053
N,160,0.015511
S,160,0.058185
N,161,0.015893
S,161,0.055762
N,162,0.016108
S,162,0.057668
N,163,0.016602
S,163,0.055135
N,164,0.017265
S,164,0.062213
N,165,0.019203
S,165,0.062225
N,166,0.016742
S,166,0.055503
N,167,0.018391
S,167,0.062108
N,168,0.018060
S,168,0.058218
N,169,0.018653
S,169,0.054450
N,170,0.018312
S,170,0.060524
N,171,0.019122
S,171,0.056731
N,172,0.019205
S,172,0.059043
N,173,0.019237
S,173,0.058009
N,174,0.021548
S,174,0.056353
N,175,0.020298
S,175,0.055237
N,176,0.022222
S,176,0.056254
N,177,0.022813
S,177,0.059681
N,178,0.022060
S,178,0.057655
N,179,0.021694
S,179,0.057054
N,180,0.022245
S,180,0.059937
N,181,0.024758
S,181,0.055186
N,182,0.023808
S,182,0.059822
N,183,0.023066
S,183,0.056769
N,184,0.025322
S,184,0.058462
N,185,0.025895
S,185,0.053173
N,186,0.026371
S,186,0.054571
N,187,0.026890
S,187,0.055813
N,188,0.027800
S,188,0.053018
N,189,0.026988
S,189,0.054675
N,190,0.030003
S,190,0.057573
N,191,0.027619
S,191,0.052931
N,192,0.028529
S,192,0.055925
N,193,0.040128
S,193,0.057256
N,194,0.038792
S,194,0.055695
N,195,0.039345
S,195,0.053471
N,196,0.040969
S,196,0.053929
N,197,0.041261
S,197,0.052584
N,198,0.042746
S,198,0.053145
N,199,0.042041
S,199,0.053288
N,200,0.043014
S,200,0.053215
N,201,0.040342
S,201,0.056519
N,202,0.044601
S,202,0.051381
N,203,0.044245
S,203,0.055647
N,204,0.046605
S,204,0.058705
N,205,0.046225
S,205,0.058745
N,206,0.048879
S,206,0.058440
N,207,0.053913
S,207,0.060135
N,208,0.049165
S,208,0.052735
N,209,0.048866
S,209,0.052005
N,210,0.050151
S,210,0.054465
N,211,0.044532
S,211,0.052041
N,212,0.051881
S,212,0.054984
N,213,0.051820
S,213,0.058510
N,214,0.060062
S,214,0.060258
N,215,0.053777
S,215,0.052649
N,216,0.056106
S,216,0.059698
N,217,0.056813
S,217,0.055731
N,218,0.057202
S,218,0.058998
N,219,0.060448
S,219,0.061842
N,220,0.064021
S,220,0.057579
N,221,0.051504
S,221,0.058251
N,222,0.059282
S,222,0.055644
N,223,0.058805
S,223,0.055848
N,224,0.061302
S,224,0.058592
N,225,0.060338
S,225,0.057387
N,226,0.063247
S,226,0.055419
N,227,0.060524
S,227,0.057309
N,228,0.077078
S,228,0.061661
N,229,0.063773
S,229,0.058069
N,230,0.074477
S,230,0.070880
N,231,0.069956
S,231,0.058099
N,232,0.068236
S,232,0.056960
N,233,0.070975
S,233,0.060895
N,234,0.069060
S,234,0.063584
N,235,0.069716
S,235,0.062425
N,236,0.070048
S,236,0.062117
N,237,0.069293
S,237,0.060625
N,238,0.075568
S,238,0.058991
N,239,0.075912
S,239,0.056259
N,240,0.069512
S,240,0.059057
N,241,0.075057
S,241,0.058313
N,242,0.081040
S,242,0.057827
N,243,0.076084
S,243,0.053420
N,244,0.077805
S,244,0.052980
N,245,0.076308
S,245,0.053792
N,246,0.077729
S,246,0.051224
N,247,0.077000
S,247,0.053032
N,248,0.081296
S,248,0.054410
N,249,0.084139
S,249,0.052825
N,250,0.081639
S,250,0.055360
N,251,0.086307
S,251,0.055437
N,252,0.083861
S,252,0.054394
N,253,0.081494
S,253,0.052635
N,254,0.086501
S,254,0.054550
N,255,0.088691
S,255,0.057036
N,256,0.090536
S,256,0.054556
